Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Image URL
117,Southern,Karnataka,Shivamogga,Jog Falls,Waterfall,1900,1.5,4.6,30,No,,Nature,Yes,0.23,Morning,https://images.unsplash.com/photo-1611299873337-a8cc078cabde?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxKb2clMjBGYWxsc3xlbnwwfHx8fDE3MjkyNTAzNDF8MA&ixlib=rb-4.0.3&q=80&w=400
118,Southern,Karnataka,Mangalore,Panambur Beach,Beach,Unknown,1.5,4.5,0,Yes,,Recreational,Yes,0.1,All,https://images.unsplash.com/photo-1641413775705-9c8be4cab9cb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxQYW5hbWJ1ciUyMEJlYWNofGVufDB8fHx8MTcyOTI1MDM0MXww&ixlib=rb-4.0.3&q=80&w=400
119,Southern,Karnataka,Murudeshwar,Murudeshwar Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.49,All,https://images.unsplash.com/photo-1642516864138-5fd999e09dfb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxNdXJ1ZGVzaHdhciUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTAzNDJ8MA&ixlib=rb-4.0.3&q=80&w=400
120,Southern,Karnataka,Bijapur,Gol Gumbaz,Mausoleum,1656,1.5,4.5,20,No,,Historical,Yes,0.25,All,https://images.unsplash.com/photo-1651752402665-4c059aa0b109?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxHb2wlMjBHdW1iYXp8ZW58MHx8fHwxNzI5MjUwMzQyfDA&ixlib=rb-4.0.3&q=80&w=400
121,Southern,Karnataka,Bandipur,Bandipur National Park,National Park,1974,3.0,4.4,300,No,,Wildlife,Yes,0.15,Morning,https://images.unsplash.com/photo-1543735577-ffe97474ee2c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxCYW5kaXB1ciUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTAzNDN8MA&ixlib=rb-4.0.3&q=80&w=400
122,Southern,Karnataka,Halebidu,Halebidu Hoysaleswara Temple,Temple,1121,1.0,4.7,15,No,,Religious,No,0.11,All,https://images.unsplash.com/photo-1621036419105-683f75661fcc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxIYWxlYmlkdSUyMEhveXNhbGVzd2FyYSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTAzNDN8MA&ixlib=rb-4.0.3&q=80&w=400
123,Western,Maharastra,Pune,Shaniwar Wada,Fort,1732,2.0,4.4,50,Yes,,Historical,Yes,1.2,All,https://images.unsplash.com/photo-1727161203027-11efac6d286b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxTaGFuaXdhciUyMFdhZGF8ZW58MHx8fHwxNzI5MjUwMzQ0fDA&ixlib=rb-4.0.3&q=80&w=400
124,Western,Maharastra,Aurangabad,Ajanta Caves,Cave,200,3.0,4.6,30,Yes,Monday,Historical,Yes,0.21,Afternoon,https://images.unsplash.com/photo-1626331915556-c4f817fbcc5d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxBamFudGElMjBDYXZlc3xlbnwwfHx8fDE3MjkyNTAzNDR8MA&ixlib=rb-4.0.3&q=80&w=400
125,Western,Maharastra,Nashik,Sula Vineyards,Vineyard,1999,2.0,4.1,300,Yes,,Recreational,Yes,0.1,Afternoon,https://images.unsplash.com/photo-1652184012169-02b20b29c847?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxTdWxhJTIwVmluZXlhcmRzfGVufDB8fHx8MTcyOTI1MDM0NXww&ixlib=rb-4.0.3&q=80&w=400
126,Western,Maharastra,Shirdi,Sai Baba Temple,Temple,1922,1.5,4.7,0,Yes,,Religious,No,0.69,All,https://images.unsplash.com/photo-1629640890590-7836d69c5237?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxTYWklMjBCYWJhJTIwVGVtcGxlfGVufDB8fHx8MTcyOTI1MDM0NXww&ixlib=rb-4.0.3&q=80&w=400
127,Western,Maharastra,Alibaug,Alibaug Beach,Beach,Unknown,1.5,4.2,0,Yes,,Recreational,Yes,0.05,Evening,https://images.unsplash.com/photo-1699078459880-101ecca089a5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxBbGliYXVnJTIwQmVhY2h8ZW58MHx8fHwxNzI5MjUwMzQ2fDA&ixlib=rb-4.0.3&q=80&w=400
128,Western,Maharastra,Ratnagiri,Ganapatipule Temple,Temple,1600,1.0,4.7,0,No,,Religious,No,0.1,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxHYW5hcGF0aXB1bGUlMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUwMzQ2fDA&ixlib=rb-4.0.3&q=80&w=400
129,Western,Maharastra,Nagpur,Deekshabhoomi,Monument,2001,1.0,4.5,0,Yes,,Religious,Yes,0.11,Afternoon,
130,Western,Maharastra,Kolhapur,Mahalakshmi Temple,Temple,700,1.0,4.8,0,Yes,,Religious,No,0.9,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxNYWhhbGFrc2htaSUyMFRlbXBsZXxlbnwwfHx8fDE3MjkyNTAzNDd8MA&ixlib=rb-4.0.3&q=80&w=400
131,Western,Maharastra,Lonavala,Karla Caves,Cave,200,1.5,4.4,25,Yes,Yes,Historical,Yes,0.27,Afternoon,https://images.unsplash.com/photo-1627827776375-67633d8d2f45?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxLYXJsYSUyMENhdmVzfGVufDB8fHx8MTcyOTI1MDM0OHww&ixlib=rb-4.0.3&q=80&w=400
132,Western,Maharashtra,Tarkarli,Tarkarli Beach,Beach,Unknown,2.0,4.6,0,No,,Recreational,Yes,0.065,Evening,https://images.unsplash.com/photo-1695289260739-d188d264f096?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxUYXJrYXJsaSUyMEJlYWNofGVufDB8fHx8MTcyOTI1MDM0OHww&ixlib=rb-4.0.3&q=80&w=400
133,Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,2.0,4.4,300,No,,Nature,Yes,0.05,Afternoon,https://images.unsplash.com/photo-1649301379226-19a62316808a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxLYWFzJTIwUGxhdGVhdXxlbnwwfHx8fDE3MjkyNTAzNDl8MA&ixlib=rb-4.0.3&q=80&w=400
134,Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,1.5,4.4,0,Yes,,Nature,Yes,0.02,Morning,https://images.unsplash.com/photo-1658739560039-7d9e58669073?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxFY2hvJTIwUG9pbnR8ZW58MHx8fHwxNzI5MjUwMzQ5fDA&ixlib=rb-4.0.3&q=80&w=400
135,Western,Maharashtra,Ajanta,Ellora Caves,Cave,600,3.0,4.7,30,Yes,Tuesday,Historical,Yes,0.49,Afternoon,https://images.unsplash.com/photo-1631102006950-64c80c08681e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxFbGxvcmElMjBDYXZlc3xlbnwwfHx8fDE3MjkyNTAzNTB8MA&ixlib=rb-4.0.3&q=80&w=400
136,Central,Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,2.0,4.7,40,No,,Cultural,Yes,0.09,Afternoon,https://images.unsplash.com/photo-1502444330042-d1a1ddf9bb5b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxLaGFqdXJhaG8lMjBHcm91cCUyMG9mJTIwTW9udW1lbnRzfGVufDB8fHx8MTcyOTI1MDM1MHww&ixlib=rb-4.0.3&q=80&w=400
137,Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,1.5,4.7,30,Yes,,Historical,Yes,0.01,Afternoon,https://images.unsplash.com/photo-1544809753-18b361b0c4e4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxTYW5jaGklMjBTdHVwYXxlbnwwfHx8fDE3MjkyNTAzNTF8MA&ixlib=rb-4.0.3&q=80&w=400
138,Central,Madhya Pradesh,Indore,Rajwada Palace,Palace,1747,1.0,4.4,10,Yes,,Historical,Yes,0.63,Afternoon,https://images.unsplash.com/photo-1705767987847-45e569e7ff4a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxSYWp3YWRhJTIwUGFsYWNlfGVufDB8fHx8MTcyOTI1MDM1MXww&ixlib=rb-4.0.3&q=80&w=400
139,Central,Madhya Pradesh,Gwalior,Gwalior Fort,Fort,900,2.5,4.5,75,Yes,,Historical,Yes,0.4,Morning,https://images.unsplash.com/photo-1643269877099-ea5393b80320?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxHd2FsaW9yJTIwRm9ydHxlbnwwfHx8fDE3MjkyNTAzNTJ8MA&ixlib=rb-4.0.3&q=80&w=400
140,Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.5,4.8,0,Yes,,Religious,No,1.2,All,https://images.unsplash.com/photo-1658730510499-8c8e84f4db38?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxNYWhha2FsZXNod2FyJTIwSnlvdGlybGluZ2F8ZW58MHx8fHwxNzI5MjUwMzUyfDA&ixlib=rb-4.0.3&q=80&w=400
141,Central,Madhya Pradesh,Jabalpur,Dhuandhar Falls,Waterfall,Unknown,1.0,4.5,0,No,,Nature,Yes,0.01,Morning,https://images.unsplash.com/photo-1533811668780-8d4ddf8a31e8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxEaHVhbmRoYXIlMjBGYWxsc3xlbnwwfHx8fDE3MjkyNTAzNTN8MA&ixlib=rb-4.0.3&q=80&w=400
142,Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,1.5,4.6,15,No,,Nature,Yes,0.065,Morning,https://images.unsplash.com/photo-1655001296722-7d79b036086e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxCZWUlMjBGYWxsc3xlbnwwfHx8fDE3MjkyNTAzNTR8MA&ixlib=rb-4.0.3&q=80&w=400
143,Central,Madhya Pradesh,Kanha,Kanha National Park,Wildlife Sanctuary,1955,3.0,4.5,100,No,,Wildlife,Yes,0.1,Morning,https://images.unsplash.com/photo-1563289278-442a75d2adae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxLYW5oYSUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTAzNTR8MA&ixlib=rb-4.0.3&q=80&w=400
144,Central,Madhya Pradesh,Bandhavgarh,Bandhavgarh National Park,National Park,1968,3.0,4.5,50,No,,Wildlife,Yes,0.05,Morning,https://images.unsplash.com/photo-1670423462494-bdf156e73684?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxCYW5kaGF2Z2FyaCUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTAzNTV8MA&ixlib=rb-4.0.3&q=80&w=400
145,Central,Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,1.5,4.8,10,No,,Historical,Yes,0.1,Afternoon,https://images.unsplash.com/photo-1641803187436-1afdb46afb30?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxPcmNoaGElMjBGb3J0fGVufDB8fHx8MTcyOTI1MDM1NXww&ixlib=rb-4.0.3&q=80&w=400
146,Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,1.0,3.9,50,No,,Historical,Yes,0.03,Afternoon,https://images.unsplash.com/photo-1727854053846-12c3e5902b2b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxKYWhheiUyME1haGFsfGVufDB8fHx8MTcyOTI1MDM1Nnww&ixlib=rb-4.0.3&q=80&w=400
147,Central,Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,2.0,4.6,25,No,,Archaeological,Yes,0.07,Afternoon,https://images.unsplash.com/photo-1630487895005-4e2776342faf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxCaGltYmV0a2ElMjBSb2NrJTIwU2hlbHRlcnN8ZW58MHx8fHwxNzI5MjUwMzU2fDA&ixlib=rb-4.0.3&q=80&w=400
148,Central,Madhya Pradesh,Amarkantak,Narmada Udgam Temple,Temple,1200,1.0,4.4,0,No,,Religious,Yes,0.01,All,https://images.unsplash.com/photo-1601208443688-c71856b84610?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxOYXJtYWRhJTIwVWRnYW0lMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUwMzU3fDA&ixlib=rb-4.0.3&q=80&w=400
149,Central,Madhya Pradesh,Chitrakoot,Chitrakoot Falls,Waterfall,Unknown,1.5,4.4,0,No,,Nature,Yes,0.1,Morning,https://images.unsplash.com/photo-1604476679223-80349206ce33?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxDaGl0cmFrb290JTIwRmFsbHN8ZW58MHx8fHwxNzI5MjUwMzU3fDA&ixlib=rb-4.0.3&q=80&w=400
150,Northern,Himachal Pradesh,Shimla,The Ridge,Scenic Point,Unknown,1.0,4.7,0,Yes,,Recreational,Yes,0.03,Morning,https://images.unsplash.com/photo-1694829383879-96786c18470c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMDl8MHwxfHNlYXJjaHwxfHxUaGUlMjBSaWRnZXxlbnwwfHx8fDE3MjkyNTAzNTh8MA&ixlib=rb-4.0.3&q=80&w=400
151,Northern,Himachal Pradesh,Manali,Solang Valley,Valley,Unknown,2.0,4.1,0,No,,Adventure,Yes,0.05,Morning,https://images.unsplash.com/photo-1655469795420-31a4cefc79e4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxTb2xhbmclMjBWYWxsZXl8ZW58MHx8fHwxNzI5MjUxMzAyfDA&ixlib=rb-4.0.3&q=80&w=400
152,Northern,Himachal Pradesh,dalhousie,Dalai Lama Temple,Temple,1959,1.5,4.7,0,Yes,,Religious,No,0.15,All,https://images.unsplash.com/photo-1545295771-55207789f9c9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxEYWxhaSUyMExhbWElMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxMzA0fDA&ixlib=rb-4.0.3&q=80&w=400
153,Northern,Himachal Pradesh,Dalhousie,Khajjiar Lake,Lake,Unknown,1.5,4.5,0,No,,Nature,Yes,0.1,Morning,https://images.unsplash.com/photo-1589702413183-ca141958b7c5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxLaGFqamlhciUyMExha2V8ZW58MHx8fHwxNzI5MjUxMzA0fDA&ixlib=rb-4.0.3&q=80&w=400
154,Northern,Himachal Pradesh,Spiti Valley,Key Monastery,Monastery,1100,1.0,4.8,0,No,,Religious,Yes,0.025,Morning,https://images.unsplash.com/photo-1579531403068-8d6fd2b3f45d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxLZXklMjBNb25hc3Rlcnl8ZW58MHx8fHwxNzI5MjUxMzA1fDA&ixlib=rb-4.0.3&q=80&w=400
155,Northern,Himachal Pradesh,Kullu,Great Himalayan National Park,National Park,1984,3.0,4.5,50,No,,Wildlife,Yes,0.2,All,https://images.unsplash.com/photo-1556116658-12666224a925?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxHcmVhdCUyMEhpbWFsYXlhbiUyME5hdGlvbmFsJTIwUGFya3xlbnwwfHx8fDE3MjkyNTEzMDZ8MA&ixlib=rb-4.0.3&q=80&w=400
156,Northern,Himachal Pradesh,Chamba,Chamera Lake,Lake,Unknown,2.0,4.4,0,No,,Recreational,Yes,0.01,Morning,https://images.unsplash.com/photo-1577636274301-929428ff2306?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxDaGFtZXJhJTIwTGFrZXxlbnwwfHx8fDE3MjkyNTEzMDZ8MA&ixlib=rb-4.0.3&q=80&w=400
157,Northern,Himachal Pradesh,Kinnaur,Sangla Valley,Valley,Unknown,2.0,4.5,0,No,,Nature,Yes,0.01,Morning,https://images.unsplash.com/photo-1721224688543-47e9b37249b8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxTYW5nbGElMjBWYWxsZXl8ZW58MHx8fHwxNzI5MjUxMzA3fDA&ixlib=rb-4.0.3&q=80&w=400
158,Northern,Himachal Pradesh,Kangra,Kangra Fort,Fort,400,2.0,4.4,150,Yes,,Historical,Yes,0.1,All,https://images.unsplash.com/photo-1656125781286-e839bbedbbf4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxLYW5ncmElMjBGb3J0fGVufDB8fHx8MTcyOTI1MTMwN3ww&ixlib=rb-4.0.3&q=80&w=400
159,Northern,Himachal Pradesh,Palampur,Tea Gardens,Tea Plantation,1950,1.5,4.6,0,Yes,,Agricultural,Yes,0.015,Morning,https://images.unsplash.com/photo-1491497895121-1334fc14d8c9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxUZWElMjBHYXJkZW5zfGVufDB8fHx8MTcyOTI1MTMwOHww&ixlib=rb-4.0.3&q=80&w=400
160,Northern,Himachal Pradesh,Mandi,Prashar Lake,Lake,1400,1.5,4.6,0,No,,Nature,Yes,0.01,Morning,https://images.unsplash.com/photo-1701004602456-475f175be59c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxQcmFzaGFyJTIwTGFrZXxlbnwwfHx8fDE3MjkyNTEzMDl8MA&ixlib=rb-4.0.3&q=80&w=400
161,Northern,Himachal Pradesh,Bir Billing,Paragliding Site,Adventure Sport,2005,2.0,4.8,2500,No,,Adventure,Yes,0.01,All,https://images.unsplash.com/photo-1454165804606-c3d57bc86b40?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxQYXJhZ2xpZGluZyUyMFNpdGV8ZW58MHx8fHwxNzI5MjUxMzA5fDA&ixlib=rb-4.0.3&q=80&w=400
162,Northern,Himachal Pradesh,McLeod Ganj,Triund Trek,Trekking,Unknown,5.0,4.8,0,Yes,,Adventure,Yes,0.01,Morning,https://images.unsplash.com/photo-1663659762869-66e26cb593eb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxUcml1bmQlMjBUcmVrfGVufDB8fHx8MTcyOTI1MTMxMHww&ixlib=rb-4.0.3&q=80&w=400
163,Northern,Himachal Pradesh,Manikaran,Manikaran Sahib,Gurudwara,1980,1.0,4.6,0,No,,Religious,Yes,1.3,Morning,https://images.unsplash.com/photo-1676718912572-b3ebcff192e3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxNYW5pa2FyYW4lMjBTYWhpYnxlbnwwfHx8fDE3MjkyNTEzMTB8MA&ixlib=rb-4.0.3&q=80&w=400
164,Northern,Himachal Pradesh,Narkanda,Hatu Peak,Viewpoint,Unknown,2.0,4.5,0,Yes,,Nature,Yes,1.1,All,https://images.unsplash.com/photo-1572290795774-0e4ccb195043?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxIYXR1JTIwUGVha3xlbnwwfHx8fDE3MjkyNTEzMTF8MA&ixlib=rb-4.0.3&q=80&w=400
165,Northern,Himachal Pradesh,Barot,Barot Valley,Valley,Unknown,2.0,4.7,0,No,,Nature,Yes,1.2,Morning,https://images.unsplash.com/photo-1686150569573-588926f1a581?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCYXJvdCUyMFZhbGxleXxlbnwwfHx8fDE3MjkyNTEzMTJ8MA&ixlib=rb-4.0.3&q=80&w=400
166,Northern,Himachal Pradesh,Shoja,Serolsar Lake,Lake,Unknown,2.5,4.4,0,No,,Nature,Yes,0.9,Morning,https://images.unsplash.com/photo-1716186942511-4279e81d02ea?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxTZXJvbHNhciUyMExha2V8ZW58MHx8fHwxNzI5MjUxMzEyfDA&ixlib=rb-4.0.3&q=80&w=400
167,Northern,Himachal Pradesh,Kufri,Kufri Fun World,Ski Resort,1975,5.0,3.8,1500,Yes,,Recreational,Yes,0.1,All,https://images.unsplash.com/photo-1513151233558-d860c5398176?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxLdWZyaSUyMEZ1biUyMFdvcmxkfGVufDB8fHx8MTcyOTI1MTMxM3ww&ixlib=rb-4.0.3&q=80&w=400
168,Northern,Uttarakhand,Nainital,Naini Lake,Lake,Unknown,1.5,4.2,0,Yes,,Nature,Yes,0.01,Morning,https://images.unsplash.com/photo-1599208912391-fe821096b980?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxOYWluaSUyMExha2V8ZW58MHx8fHwxNzI5MjUxMzEzfDA&ixlib=rb-4.0.3&q=80&w=400
169,Northern,Uttarakhand,Rishikesh,Laxman Jhula,Suspension Bridge,1939,1.0,4.4,0,Yes,,Cultural,Yes,0.03,Morning,https://images.unsplash.com/photo-1595146254856-7cded88c4707?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxMYXhtYW4lMjBKaHVsYXxlbnwwfHx8fDE3MjkyNTEzMTR8MA&ixlib=rb-4.0.3&q=80&w=400
170,Northern,Uttarakhand,Haridwar,Har Ki Pauri,Ghat,Unknown,1.0,4.5,0,Yes,,Religious,Yes,0.025,All,https://images.unsplash.com/photo-1591783178925-3b400090387d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxIYXIlMjBLaSUyMFBhdXJpfGVufDB8fHx8MTcyOTI1MTMxNXww&ixlib=rb-4.0.3&q=80&w=400
171,Northern,Uttarakhand,Dehradun,Robber's Cave,Cave,Unknown,1.5,4.5,25,Yes,,Nature,Yes,0.01,Morning,https://images.unsplash.com/photo-1635699749534-7594591661aa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxSb2JiZXIlMjdzJTIwQ2F2ZXxlbnwwfHx8fDE3MjkyNTEzMTV8MA&ixlib=rb-4.0.3&q=80&w=400
172,Northern,Uttarakhand,Mussoorie,Kempty Falls,Waterfall,Unknown,1.5,4.2,15,Yes,,Nature,Yes,0.55,Morning,https://images.unsplash.com/photo-1580723209134-48a2fd4b5712?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxLZW1wdHklMjBGYWxsc3xlbnwwfHx8fDE3MjkyNTEzMTZ8MA&ixlib=rb-4.0.3&q=80&w=400
173,Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,3.0,4.5,0,No,,Adventure,Yes,0.01,Morning,https://images.unsplash.com/photo-1632213234790-59e9402b0612?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxBdWxpJTIwU2tpJTIwUmVzb3J0fGVufDB8fHx8MTcyOTI1MTMxNnww&ixlib=rb-4.0.3&q=80&w=400
174,Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,1.0,4.8,0,No,,Religious,No,0.29,All,https://images.unsplash.com/photo-1601821139314-66a4d14cfc00?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCYWRyaW5hdGglMjBUZW1wbGV8ZW58MHx8fHwxNzI5MjUxMzIyfDA&ixlib=rb-4.0.3&q=80&w=400
175,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,2.0,4.3,150,No,,Wildlife,Yes,0.01,All,https://images.unsplash.com/photo-1516934024742-b461fba47600?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w2NjYyMTV8MHwxfHNlYXJjaHwxfHxCaW5zYXIlMjBXaWxkbGlmZSUyMFNhbmN0dWFyeXxlbnwwfHx8fDE3MjkyNTEzMjN8MA&ixlib=rb-4.0.3&q=80&w=400
